X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
0.30471707975443135,0.33757454879893356,0.13439739849406981,0.5154104029008109,0.0,0.048816953982057834,1.0,-0.8450453279691511,-0.059282646025932216,-1.322541133291679,1
-1.0399841062404955,1.4074818613137168,-0.500314443454552,-0.5775388873556505,0.0,1.9155441038761198,0.0,-1.0836988273580606,-0.7292869363736615,-0.4861941306990469,0
0.7504511958064572,0.09058490690174555,0.45727844544497054,1.274447216941239,0.0,-0.021408855551152933,0.0,0.3446049047503575,-0.4144730658358585,0.42022670947458574,1
0.9405647163912139,0.6439387932768579,0.4309082409731497,-0.6275875364369197,0.0,0.30196288440184194,0.0,0.379280034365163,0.6339103777337424,-0.10239670661109637,1
-1.9510351886538364,-2.0501721010310225,-0.923400868753707,-0.6366152831022357,0.0,4.114603213197664,0.0,1.2873311116050654,0.002993291199955732,-0.6505636204055921,0
-1.302179506862318,-0.04871840193011795,-0.677673632622697,0.5411316108045314,1.0,-0.00556777378277106,0.0,1.0999796503420836,0.34020997686833787,-0.674212461724509,0
0.12784040316728537,-0.8432302702928711,0.05216598485082965,0.7629264823369366,1.0,0.7995282097321308,0.0,-0.1322286565311721,0.6700792422021898,-0.7123370644127087,1
-0.3162425923435822,-1.218813060423628,-0.0751693919693838,0.4480993639362036,1.0,1.4246199236878767,1.0,-1.2442058788608694,-0.3748414628976096,-0.8795096286589426,0
-0.016801157504288795,-0.8781523669287508,-0.20770661585756,-1.6855973173848082,1.0,0.6892217938689669,1.0,-0.31910659701089783,0.7562481636298061,2.2816328772760617,0
-0.85304392757358,-0.33412344070081207,-0.5561691965942661,0.5380344399282511,0.0,0.1301092812766407,1.0,0.21723119481052466,0.37884260345839443,0.2975110711855549,0
0.8793979748628286,0.9159025423560131,0.2914804476871322,-1.034308051674399,1.0,0.4546942819151721,0.0,-0.2020832453894041,-1.2348130869114786,0.8867590544047386,1
0.7777919354289483,-1.326392717739564,0.15553435572964366,0.2352761115882635,1.0,1.8547246671178383,0.0,-0.5778941080776558,1.4423047911862443,-0.4890774681189237,1
0.06603069756121605,0.030631492594417446,-0.03481109523490965,-1.4237344353990602,1.0,0.0008256689139700892,0.0,0.2528848149698989,-0.5007447437569161,-0.18595667718604886,1
1.1272412069680329,-0.4841694333335785,0.6385639934567905,0.44632214754306365,1.0,0.24235874549407088,0.0,-0.5039577414106104,-1.6550953431851838,-0.713553981370355,1
0.4675093422520456,-0.32767309436196085,0.20526626448776533,-0.8065989043073726,0.0,0.2995165182876353,1.0,-0.628066083725374,-1.0450437095863023,-2.651708334919202,1
-0.8592924628832382,1.0027578253046041,-0.4098672232474339,-1.2826346502605217,0.0,0.6149601501999693,0.0,0.31145283430343956,-1.021045160678322,-1.3780092768478662,0
0.36875078408249884,0.5381154370039261,0.2932971417123287,0.7138201364823995,0.0,-0.10519855042986648,0.0,-0.4019925801292048,0.05217331865753347,-1.8106186799803947,1
-0.9588826008289989,1.3373981074427437,-0.34667268718773026,0.2416445216767513,0.0,1.8433944668561364,1.0,0.24410438897835213,-0.2738505055462372,-2.2497837779516074,1
0.8784503013072725,-0.15450567924990047,0.4323113571810223,-0.6139768013928971,1.0,0.02244863389476997,0.0,0.2732040228521227,-0.33683196764059287,-1.1953589742981028,1
-0.049925910986252896,-0.695942611670703,0.11039563346381327,1.4511788490210642,0.0,0.5183715073774254,0.0,-1.1394290010915746,0.6197019654824789,1.3249556793816308,0
-0.18486236354526056,-0.22385881688049952,-0.08321851592921936,-0.44065242156974244,1.0,-0.0423126451393521,0.0,-0.4812411238654122,0.3398753611927038,-0.04443616770435442,1
-0.6809295444039414,0.2424967912712216,-0.42420459458471693,0.03210767397093466,1.0,0.19167542862482467,1.0,1.4377769399164624,0.31604787064428624,1.290563762321174,0
1.2225413386740303,0.17657335845371103,0.5518306341171416,0.2689134476786009,0.0,0.21770591951384674,1.0,-1.1620795127342871,0.40982845732869266,0.4109825769008753,1
-0.15452948206880215,-1.0843880722333665,-0.22531839229090272,-0.6196659341286136,0.0,1.2726939499923025,0.0,-2.116654448970531,0.6161346680022383,0.7825588257151592,0
-0.4283278221631072,0.09048978162787422,-0.3029772964549189,0.47113629339992935,1.0,-0.04397729110185627,1.0,-1.8618451532425115,-2.107953341777443,-0.9008969953045751,0
-0.3521335504882296,0.22822833013890514,-0.21186844405155772,-0.5334523471647244,1.0,-0.36944970684488754,1.0,0.029109946576669203,-0.3644382522644612,0.5239509541926708,0
0.5323091855533487,2.5174740375339204,0.3465130947145345,-0.4116383222162092,0.0,6.491522771264765,1.0,0.03091727803269891,-2.180210064489474,0.7287142340743459,1
